Restaurant ID,Restaurant Name,Country,City,Locality,Longitude,Latitude,Cuisines,Primary Cuisine,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Is Rated,Votes
6314605,Sodam Korean Restaurant,Philippines,San Juan City,Little Baguio,121.03811,14.59889,Korean,Korean,700,Botswana Pula(P),No,No,No,3,4.3,Green,Very Good,True,223
18185059,Cafe Arabelle,Philippines,Santa Rosa,"Nuvali, Don Jose, Santa Rosa",121.05704,14.237082,"Cafe, American, Italian, Filipino",Cafe,800,Botswana Pula(P),No,No,No,3,3.6,Yellow,Good,True,29
18182702,Nonna's Pasta & Pizzeria,Philippines,Santa Rosa,"Solenad 3, Don Jose, Santa Rosa",121.0565874,14.23767897,"Italian, Pizza",Italian,850,Botswana Pula(P),No,No,No,3,4.0,Green,Very Good,True,72
6318213,Balay Dako,Philippines,Tagaytay City,Tagaytay City,120.951589,14.101834,Filipino,Filipino,1200,Botswana Pula(P),Yes,No,No,3,4.5,Dark Green,Excellent,True,211
18255654,Hobing Korean Dessert Cafe,Philippines,Taguig City,"BGC Stopover Pavillion, Bonifacio Global City",121.045878,14.55436,"Cafe, Korean, Desserts",Cafe,600,Botswana Pula(P),No,No,No,2,4.5,Dark Green,Excellent,True,118
6308205,Wildflour Cafe + Bakery,Philippines,Taguig City,Bonifacio Global City,121.04622,14.549337,"Cafe, Bakery, American, Italian",Cafe,1500,Botswana Pula(P),Yes,No,No,4,4.4,Green,Very Good,True,392
6315438,NIU by Vikings,Philippines,Taguig City,"SM Aura Premier, Bonifacio Global City, Taguig City",121.053725,14.545858,"Seafood, American, Mediterranean, Japanese",Seafood,3000,Botswana Pula(P),Yes,No,No,4,4.7,Dark Green,Excellent,True,535
6310406,The Food Hall by Todd English,Philippines,Taguig City,"SM Aura Premier, Bonifacio Global City, Taguig City",121.0534998,14.54565535,"American, Asian, Italian, Seafood",American,1800,Botswana Pula(P),Yes,No,No,4,4.5,Dark Green,Excellent,True,618
6600681,Chez Michou,Brazil,Brasí_lia,Asa Norte,-47.88178889,-15.76414167,"Fast Food, French",Fast Food,55,Brazilian Real(R$),No,No,No,2,3.0,Orange,Average,True,6
6601005,Cafí© Daniel Briand,Brazil,Brasí_lia,Asa Norte,-47.88266667,-15.7775,Cafe,Cafe,30,Brazilian Real(R$),No,No,No,1,3.8,Yellow,Good,True,9
6600292,Casa do Biscoito Mineiro,Brazil,Brasí_lia,Asa Norte,-47.88213611,-15.75747222,Bakery,Bakery,45,Brazilian Real(R$),No,No,No,2,3.7,Yellow,Good,True,11
6600441,Maori,Brazil,Brasí_lia,Asa Norte,-47.88816667,-15.75883333,Brazilian,Brazilian,60,Brazilian Real(R$),No,No,No,3,3.8,Yellow,Good,True,11
6600970,Pizza íæ Bessa,Brazil,Brasí_lia,Asa Sul,-47.91566667,-15.83116667,Pizza,Pizza,50,Brazilian Real(R$),No,No,No,2,3.2,Orange,Average,True,11
6600379,Sushi Loko,Brazil,Brasí_lia,Asa Sul,-47.91566667,-15.831,Japanese,Japanese,80,Brazilian Real(R$),No,No,No,3,3.1,Orange,Average,True,10
6600214,Beirute,Brazil,Brasí_lia,Asa Sul,-47.9075,-15.82,Arabian,Arabian,90,Brazilian Real(R$),No,No,No,3,3.7,Yellow,Good,True,8
6601218,New Koto,Brazil,Brasí_lia,Asa Sul,-47.91016667,-15.82733333,Japanese,Japanese,200,Brazilian Real(R$),No,No,No,4,3.7,Yellow,Good,True,5
6600060,Sandubas Cafí©,Brazil,Brasí_lia,Asa Sul,-47.89016667,-15.797,"Brazilian, Cafe",Brazilian,30,Brazilian Real(R$),No,No,No,1,0.0,White,Not rated,False,2
6600083,Villa Tevere,Brazil,Brasí_lia,Asa Sul,-47.92366667,-15.83133333,Italian,Italian,150,Brazilian Real(R$),No,No,No,4,4.1,Green,Very Good,True,12
6601515,Rovereto,Brazil,Brasí_lia,íguas Claras,-48.019,-15.83716667,Pizza,Pizza,100,Brazilian Real(R$),No,No,No,4,3.1,Orange,Average,True,9
6601361,Buena Carne,Brazil,Brasí_lia,íguas Claras,-48.01909167,-15.839775,"Bar Food, Brazilian",Bar Food,60,Brazilian Real(R$),No,No,No,3,3.6,Yellow,Good,True,9
6601602,Taco Pep,Brazil,Brasí_lia,íguas Claras,-48.01666667,-15.83483333,"Mexican, Grill",Mexican,100,Brazilian Real(R$),No,No,No,4,4.3,Green,Very Good,True,29
6601589,Coco Bambu,Brazil,Brasí_lia,"Brasí_lia Shopping, Asa Norte",-47.889,-15.7865,International,International,230,Brazilian Real(R$),No,No,No,4,4.2,Green,Very Good,True,17
6601862,Taypíç,Brazil,Brasí_lia,Lago Sul,-47.872359,-15.860621,"Peruvian, Latin American",Peruvian,100,Brazilian Real(R$),No,No,No,4,3.6,Yellow,Good,True,5
6601595,Outback Steakhouse,Brazil,Brasí_lia,"ParkShopping, Guaríç I",-47.95628333,-15.83451389,"American, Grill",American,150,Brazilian Real(R$),No,No,No,4,4.0,Green,Very Good,True,10
6601158,Manzuíç,Brazil,Brasí_lia,"Pontí£o Lago Sul, Lago Sul",-47.87283333,-15.82566667,Seafood,Seafood,240,Brazilian Real(R$),No,No,No,4,3.2,Orange,Average,True,6
6600427,Coco Bambu,Brazil,Brasí_lia,Setor De Clubes Esportivos Sul,-47.8685,-15.819,International,International,230,Brazilian Real(R$),No,No,No,4,4.9,Dark Green,Excellent,True,30
6600116,Gero,Brazil,Brasí_lia,"Shopping Iguatemi, Lago Norte",-47.885812,-15.720118,Italian,Italian,350,Brazilian Real(R$),No,No,No,4,3.3,Orange,Average,True,8
6601457,Brazilian American Burgers,Brazil,Brasí_lia,Sudoeste,-47.92102778,-15.79753056,"American, Burger",American,50,Brazilian Real(R$),No,No,No,2,3.6,Yellow,Good,True,9
7303219,Pesqueiro Eco Gourmet,Brazil,Rio de Janeiro,Barra da Tijuca,-43.377,-23.0115,"Seafood, Bar Food, Brazilian",Seafood,140,Brazilian Real(R$),No,No,No,4,4.0,Green,Very Good,True,7
7304307,Confeitaria Colombo,Brazil,Rio de Janeiro,Centro,-43.178826,-22.905293,"Desserts, Cafe",Desserts,100,Brazilian Real(R$),No,No,No,4,4.8,Dark Green,Excellent,True,29
7301215,Bibi,Brazil,Rio de Janeiro,Copacabana,-43.18669167,-22.97207222,"Juices, Healthy Food",Juices,60,Brazilian Real(R$),No,No,No,3,4.7,Dark Green,Excellent,True,24
7300596,Cervantes,Brazil,Rio de Janeiro,Copacabana,-43.17583333,-22.96216667,"Beverages, Bar Food, Fast Food",Beverages,90,Brazilian Real(R$),No,No,No,3,4.5,Dark Green,Excellent,True,29
7300612,Amir,Brazil,Rio de Janeiro,Copacabana,-43.176,-22.96516667,Lebanese,Lebanese,170,Brazilian Real(R$),No,No,No,4,4.2,Green,Very Good,True,11
7300704,TT Burger,Brazil,Rio de Janeiro,"Galeria River, Copacabana",-43.191,-22.98683333,Burger,Burger,60,Brazilian Real(R$),No,No,No,3,4.8,Dark Green,Excellent,True,19
7300955,Braseiro da Gíçvea,Brazil,Rio de Janeiro,Gíçvea,-43.227042,-22.973507,"Brazilian, Bar Food",Brazilian,100,Brazilian Real(R$),No,No,No,4,4.9,Dark Green,Excellent,True,40
7300521,Balada Mix,Brazil,Rio de Janeiro,Ipanema,-43.211425,-22.98520833,"Brazilian, Healthy Food, Juices, Pizza",Brazilian,90,Brazilian Real(R$),No,No,No,3,4.6,Dark Green,Excellent,True,21
7300515,Garota de Ipanema,Brazil,Rio de Janeiro,Ipanema,-43.203,-22.98533333,"Brazilian, Bar Food",Brazilian,120,Brazilian Real(R$),No,No,No,4,4.9,Dark Green,Excellent,True,49
7300483,Zazíç BistríÇ Tropical,Brazil,Rio de Janeiro,Ipanema,-43.20520833,-22.98531944,Brazilian,Brazilian,170,Brazilian Real(R$),No,No,No,4,4.6,Dark Green,Excellent,True,21
7301064,Filí© de Ouro,Brazil,Rio de Janeiro,Lagoa,-43.219563,-22.966647,Brazilian,Brazilian,90,Brazilian Real(R$),No,No,No,3,4.3,Green,Very Good,True,14
7304312,D.O.C Ristorante,Brazil,Rio de Janeiro,"Le Monde, Barra da Tijuca",-43.34879167,-22.99991111,Italian,Italian,150,Brazilian Real(R$),No,No,No,4,4.0,Green,Very Good,True,5
7300004,Sushi Leblon,Brazil,Rio de Janeiro,Leblon,-43.227,-22.98416667,Japanese,Japanese,250,Brazilian Real(R$),No,No,No,4,4.6,Dark Green,Excellent,True,25
7300868,Talho Capixaba,Brazil,Rio de Janeiro,Leblon,-43.22566667,-22.98516667,"Bakery, Sandwich, Brazilian",Bakery,120,Brazilian Real(R$),No,No,No,4,4.4,Green,Very Good,True,13
7302637,Leme Light,Brazil,Rio de Janeiro,Leme,-43.17279167,-22.963925,Brazilian,Brazilian,40,Brazilian Real(R$),No,No,No,2,4.2,Green,Very Good,True,7
7302140,Shirley,Brazil,Rio de Janeiro,Leme,-43.17126389,-22.96337222,"Brazilian, Seafood",Brazilian,250,Brazilian Real(R$),No,No,No,4,4.2,Green,Very Good,True,8
7305048,Quiosque Chopp Brahma,Brazil,Rio de Janeiro,Madureira,-43.341164,-22.870413,"Bar Food, Brazilian",Bar Food,70,Brazilian Real(R$),No,No,No,3,0.0,White,Not rated,False,1
7302898,Aprazí_vel,Brazil,Rio de Janeiro,Santa Teresa,-43.18736944,-22.92481389,Brazilian,Brazilian,300,Brazilian Real(R$),No,No,No,4,4.7,Dark Green,Excellent,True,44
7302859,Aconchego Carioca,Brazil,Rio de Janeiro,Tijuca,-43.21551111,-22.91370833,"Brazilian, Bar Food",Brazilian,85,Brazilian Real(R$),No,No,No,3,4.6,Dark Green,Excellent,True,24
7301700,Garota de Ipanema,Brazil,Rio de Janeiro,Urca,-43.16266667,-22.94783333,"Brazilian, Bar Food",Brazilian,80,Brazilian Real(R$),No,No,No,3,4.3,Green,Very Good,True,10
6706313,Cantina Famiglia Mancini,Brazil,Sí£o Paulo,"Bela Vista, Centro",-46.64516667,-23.55066667,"Italian, Pizza",Italian,250,Brazilian Real(R$),No,No,No,4,4.5,Dark Green,Excellent,True,49
6704326,Templo da Carne - Marcos Bassi,Brazil,Sí£o Paulo,"Bela Vista, Centro",-46.64633333,-23.559,"Steak, BBQ",Steak,250,Brazilian Real(R$),No,No,No,4,4.4,Green,Very Good,True,17
6711179,Gopala Hari,Brazil,Sí£o Paulo,Consolaí_í£o,-46.65866667,-23.55616667,Indian,Indian,70,Brazilian Real(R$),No,No,No,3,3.1,Orange,Average,True,5
6702797,Jiquitaia,Brazil,Sí£o Paulo,Consolaí_í£o,-46.657523,-23.55671,Brazilian,Brazilian,100,Brazilian Real(R$),No,No,No,4,4.1,Green,Very Good,True,15
6700475,Skye - Hotel Unique,Brazil,Sí£o Paulo,"Hotel Unique, Jardim Paulista",-46.666851,-23.581688,"Beverages, International",Beverages,300,Brazilian Real(R$),No,No,No,4,4.8,Dark Green,Excellent,True,59
6713413,Les 3 Brasseurs,Brazil,Sí£o Paulo,Itaim Bibi,-46.67511,-23.582135,"French, Brazilian, Beverages",French,120,Brazilian Real(R$),No,No,No,4,4.6,Dark Green,Excellent,True,30
6714340,Red Steak & Burger,Brazil,Sí£o Paulo,Itaim Bibi,-46.683888,-23.585324,"Brazilian, Grill",Brazilian,75,Brazilian Real(R$),No,No,No,3,3.9,Yellow,Good,True,5
6710645,Cantinho da Gula,Brazil,Sí£o Paulo,Itaim Bibi,-46.67566667,-23.581,Brazilian,Brazilian,55,Brazilian Real(R$),No,No,No,2,0.0,White,Not rated,False,0
6700402,Paris 6 Classique,Brazil,Sí£o Paulo,Jardim Paulista,-46.666041,-23.561568,French,French,200,Brazilian Real(R$),No,No,No,4,3.4,Orange,Average,True,73
6700846,Kawa Sushi,Brazil,Sí£o Paulo,Jardim Paulista,-46.657418,-23.571638,"Sushi, Japanese",Sushi,120,Brazilian Real(R$),No,No,No,4,3.5,Yellow,Good,True,9
6702159,A Figueira Rubaiyat,Brazil,Sí£o Paulo,Jardim Paulista,-46.66983333,-23.5655,"BBQ, Grill, Brazilian",BBQ,300,Brazilian Real(R$),No,No,No,4,4.3,Green,Very Good,True,39
6711666,Kinoshita,Brazil,Sí£o Paulo,Moema,-46.67133333,-23.59233333,Sushi,Sushi,230,Brazilian Real(R$),No,No,No,4,3.9,Yellow,Good,True,12
6701257,Meats,Brazil,Sí£o Paulo,Pinheiros,-46.68133333,-23.56483333,"Gourmet Fast Food, Burger",Gourmet Fast Food,120,Brazilian Real(R$),No,No,No,4,4.3,Green,Very Good,True,68
6706211,Paribar,Brazil,Sí£o Paulo,Repí_blica,-46.64159444,-23.54664167,"Brazilian, Italian",Brazilian,150,Brazilian Real(R$),No,No,No,4,4.3,Green,Very Good,True,46
6705858,Terraí_o Itíçlia,Brazil,Sí£o Paulo,Repí_blica,-46.643425,-23.545163,Italian,Italian,400,Brazilian Real(R$),No,No,No,4,4.4,Green,Very Good,True,37
6701419,Divino Fogí£o,Brazil,Sí£o Paulo,"Shopping MetríÇ Santa Cruz, Vila Mariana",-46.63716667,-23.5995,"Brazilian, Mineira",Brazilian,65,Brazilian Real(R$),No,No,No,3,0.0,White,Not rated,False,2
6703956,Super Grill,Brazil,Sí£o Paulo,"Shopping Morumbi, Santo Amaro",-46.698574,-23.622925,Brazilian,Brazilian,50,Brazilian Real(R$),No,No,No,2,0.0,White,Not rated,False,2
6709580,Esquina Mocotí_,Brazil,Sí£o Paulo,Vila Maria,-46.581672,-23.486535,"Brazilian, North Eastern",Brazilian,100,Brazilian Real(R$),No,No,No,4,4.4,Green,Very Good,True,22
6703176,Veloso,Brazil,Sí£o Paulo,Vila Mariana,-46.63566667,-23.58516667,"Brazilian, Bar Food, Beverages",Brazilian,70,Brazilian Real(R$),No,No,No,3,4.6,Dark Green,Excellent,True,58
6713772,Sainte Marie Gastronomia,Brazil,Sí£o Paulo,Vila SíÇnia,-46.746958,-23.609207,"Lebanese, Arabian",Lebanese,120,Brazilian Real(R$),No,No,No,4,4.1,Green,Very Good,True,11
17284404,Austin's BBQ and Oyster Bar,United States,Albany,Albany,-84.221535,31.610387,"BBQ, Burger, Seafood",BBQ,25,Dollar($),No,No,No,2,3.3,Orange,Average,True,35
17284203,BJ's Country Buffet,United States,Albany,Albany,-84.207095,31.608743,"American, BBQ",American,10,Dollar($),No,No,No,1,3.3,Orange,Average,True,25
17284302,El Vaquero Mexican Restaurant,United States,Albany,Albany,-84.2194,31.6158,Mexican,Mexican,0,Dollar($),No,No,No,1,3.4,Orange,Average,True,45
17284397,Elements Coffee Co - Northwest,United States,Albany,Albany,-84.206944,31.622412,"Coffee and Tea, Sandwich",Coffee and Tea,10,Dollar($),No,No,No,1,3.4,Orange,Average,True,26
17284094,Chick-fil-A,United States,Albany,Albany,-84.2193,31.616,Fast Food,Fast Food,10,Dollar($),No,No,No,1,3.5,Yellow,Good,True,67
17284409,Guang Zhou Chinese Restaurant,United States,Albany,Albany,-84.2091458,31.6155186,"Asian, Chinese, Vegetarian",Asian,10,Dollar($),No,No,No,1,3.9,Yellow,Good,True,141
17284139,Harvest Moon,United States,Albany,Albany,-84.205718,31.604905,"Pizza, Bar Food, Sandwich",Pizza,25,Dollar($),No,No,No,2,3.7,Yellow,Good,True,147
17284403,Henry Campbell's Steakhouse,United States,Albany,Albany,-84.223278,31.612121,"Steak, Tapas, Bar Food",Steak,70,Dollar($),No,No,No,4,3.5,Yellow,Good,True,51
17284145,Hong Kong Cafe,United States,Albany,Albany,-84.2191,31.6156,"Chinese, Seafood, Vegetarian",Chinese,25,Dollar($),No,No,No,2,3.6,Yellow,Good,True,88
17284150,House of China Restaurant II,United States,Albany,Albany,-84.212,31.6104,Chinese,Chinese,10,Dollar($),No,No,No,1,3.8,Yellow,Good,True,153
17284175,Locos Grill & Pub,United States,Albany,Albany,-84.2228,31.6077,"American, Burger, Sandwich",American,25,Dollar($),No,No,No,2,3.5,Yellow,Good,True,57
17284179,Longhorn Steakhouse,United States,Albany,Albany,-84.2229,31.6185,"American, Steak",American,25,Dollar($),No,No,No,2,3.5,Yellow,Good,True,58
17284197,Mikata Japanese Steakhouse,United States,Albany,Albany,-84.2164,31.6137,"Japanese, Steak, Sushi",Japanese,40,Dollar($),No,No,No,3,3.6,Yellow,Good,True,115
17284241,Shogun Japanese Steak House,United States,Albany,Albany,-84.2233,31.6118,"Japanese, Steak, Sushi",Japanese,40,Dollar($),No,No,No,3,3.5,Yellow,Good,True,51
17284390,The Catch Seafood Room & Oyster Bar,United States,Albany,Albany,-84.205025,31.605882,"Seafood, Tapas, Bar Food",Seafood,40,Dollar($),No,No,No,3,3.8,Yellow,Good,True,250
17284279,Villa Gargano,United States,Albany,Albany,-84.1757,31.5985,"Italian, Pizza",Italian,10,Dollar($),No,No,No,1,3.7,Yellow,Good,True,117
17284364,3 Squares Diner,United States,Albany,Sylvester,-83.8389,31.5308,"American, Breakfast, Diner",American,10,Dollar($),No,No,No,1,3.4,Orange,Average,True,20
16611114,Whitebull Hotel,Australia,Armidale,Armidale,151.6688792,-30.5147169,"Bar Food, Steak",Bar Food,20,Dollar($),No,No,No,2,3.5,Yellow,Good,True,25
17293281,Last Resort Grill,United States,Athens,Athens,-83.378273,33.957999,"American, Southern, Southwestern",American,40,Dollar($),No,No,No,3,4.5,Dark Green,Excellent,True,1821
17293301,Mama's Boy Restaurant,United States,Athens,Athens,-83.3654,33.9535,Southern,Southern,10,Dollar($),No,No,No,1,4.5,Dark Green,Excellent,True,849
17293409,Sr. Sol 1,United States,Athens,Athens,-83.4293,33.9652,Mexican,Mexican,10,Dollar($),No,No,No,1,4.6,Dark Green,Excellent,True,917
17293163,Choo Choo Eastside,United States,Athens,Athens,-83.3389,33.9259,"Japanese, Korean",Japanese,10,Dollar($),No,No,No,1,3.9,Yellow,Good,True,439
17293228,The Grill,United States,Athens,Athens,-83.375523,33.958198,"Breakfast, Burger, Sandwich",Breakfast,10,Dollar($),No,No,No,1,3.7,Yellow,Good,True,289
17293880,Big City Bread Cafe,United States,Athens,Athens,-83.384004,33.959392,"Breakfast, Sandwich",Breakfast,10,Dollar($),No,No,No,1,4.3,Green,Very Good,True,558
17293169,Clocked,United States,Athens,Athens,-83.3797,33.9584,"American, Burger, Sandwich",American,10,Dollar($),No,No,No,1,4.2,Green,Very Good,True,613
17293186,DePalma's Italian Cafe - Downtown,United States,Athens,Athens,-83.373596,33.958112,"American, Italian, Pizza",American,25,Dollar($),No,No,No,2,4.0,Green,Very Good,True,353
17293180,DePalma's Italian Cafe - East Side,United States,Athens,Athens,-83.33995,33.924275,"American, Italian, Pizza",American,25,Dollar($),No,No,No,2,4.1,Green,Very Good,True,387
17293205,Five & Ten,United States,Athens,Athens,-83.3872482,33.9415545,American,American,40,Dollar($),No,No,No,3,4.3,Green,Very Good,True,755
17293229,Grit,United States,Athens,Athens,-83.381625,33.960112,"International, Southern, Vegetarian",International,10,Dollar($),No,No,No,1,4.2,Green,Very Good,True,800
17293897,Ike & Jane,United States,Athens,Athens,-83.400887,33.963296,Sandwich,Sandwich,10,Dollar($),No,No,No,1,4.1,Green,Very Good,True,350
17293273,La Dolce Vita Ristorante,United States,Athens,Athens,-83.4075,33.9584,Italian,Italian,40,Dollar($),No,No,No,3,4.1,Green,Very Good,True,464
17293870,Shokitini,United States,Athens,Athens,-83.379251,33.957503,"Asian, Japanese, Sushi",Asian,25,Dollar($),No,No,No,2,4.2,Green,Very Good,True,550
17293877,Taqueria Del Sol,United States,Athens,Athens,-83.383605,33.960571,"Mexican, Spanish",Mexican,10,Dollar($),No,No,No,1,4.1,Green,Very Good,True,543
17293890,The National,United States,Athens,Athens,-83.37967,33.959468,"International, Southern",International,40,Dollar($),No,No,No,3,4.1,Green,Very Good,True,465
17293915,The Royal Peasant,United States,Athens,Athens,-83.38728,33.937502,Bar Food,Bar Food,10,Dollar($),No,No,No,1,4.4,Green,Very Good,True,546
17293422,Transmetropolitan,United States,Athens,Athens,-83.3764,33.9584,"Italian, Pizza, Sandwich",Italian,10,Dollar($),No,No,No,1,4.4,Green,Very Good,True,1098
17293873,Trappeze Pub,United States,Athens,Athens,-83.378881,33.958363,"Burger, Bar Food",Burger,25,Dollar($),No,No,No,2,4.2,Green,Very Good,True,579
17294014,Viva! Argentine Cuisine,United States,Athens,Athens,-83.3828224,33.9600227,"Desserts, Latin American, Argentine",Desserts,10,Dollar($),No,No,No,1,4.1,Green,Very Good,True,374
17294556,Miyabi Kyoto Japanese Steak House,United States,Augusta,Augusta,-82.0865,33.4721,"Chinese, Steak",Chinese,40,Dollar($),No,No,No,3,4.6,Dark Green,Excellent,True,717
17294607,Rae's Coastal Cafe,United States,Augusta,Augusta,-82.0698,33.4791,"American, Caribbean, Seafood",American,40,Dollar($),No,No,No,3,4.9,Dark Green,Excellent,True,548
17294279,The Bee's Knees,United States,Augusta,Augusta,-81.97,33.4765,"International, Tapas, Vegetarian",International,25,Dollar($),No,No,No,2,4.5,Dark Green,Excellent,True,631
17294300,Boll Weevil Cafe,United States,Augusta,Augusta,-81.9684,33.474,"Desserts, Sandwich, Southern",Desserts,10,Dollar($),No,No,No,1,3.9,Yellow,Good,True,372
17295215,Farmhaus Burger,United States,Augusta,Augusta,-81.973006,33.477444,"American, Burger",American,25,Dollar($),No,No,No,2,3.9,Yellow,Good,True,201
17295028,Manuel's Bread Cafe,United States,Augusta,Augusta,-81.965571,33.481779,"Breakfast, French",Breakfast,40,Dollar($),No,No,No,3,3.8,Yellow,Good,True,332
17294642,Sconyers Bar B Que,United States,Augusta,Augusta,-82.0327,33.4086,BBQ,BBQ,25,Dollar($),No,No,No,2,3.5,Yellow,Good,True,304
17295109,Frog Hollow Tavern,United States,Augusta,Augusta,-81.974944,33.478231,American,American,40,Dollar($),No,No,No,3,4.3,Green,Very Good,True,368
17294441,Giuseppe's Pizza & Italian Specialities,United States,Augusta,Augusta,-82.096,33.4827,"Desserts, Italian, Pizza",Desserts,25,Dollar($),No,No,No,2,4.1,Green,Very Good,True,430
17294552,Mellow Mushroom,United States,Augusta,Augusta,-81.9721,33.4778,"Italian, Pizza, Sandwich",Italian,25,Dollar($),No,No,No,2,4.4,Green,Very Good,True,433
17294565,Nacho Mamas Burritos,United States,Augusta,Augusta,-81.9694,33.4764,Mexican,Mexican,10,Dollar($),No,No,No,1,4.0,Green,Very Good,True,380
17294623,Rhinehart's Oyster Bar,United States,Augusta,Augusta,-82.0505,33.5133,"Bar Food, Sandwich, Seafood",Bar Food,25,Dollar($),No,No,No,2,4.0,Green,Very Good,True,456
17294712,Takosushi,United States,Augusta,Augusta,-82.0301,33.4848,"Mexican, Southwestern, Sushi",Mexican,40,Dollar($),No,No,No,3,4.2,Green,Very Good,True,647
17295033,The Chop House,United States,Augusta,Augusta,-82.080788,33.467201,Steak,Steak,40,Dollar($),No,No,No,3,4.0,Green,Very Good,True,360
17295069,The Taj of India,United States,Augusta,Augusta,-82.0805493,33.5375868,Indian,Indian,25,Dollar($),No,No,No,2,4.0,Green,Very Good,True,227
17294261,Augsburg Haus,United States,Augusta,Evans,-82.143793,33.544342,German,German,25,Dollar($),No,No,No,2,3.9,Yellow,Good,True,290
17295115,Pho Bac,United States,Augusta,Evans,-82.126161,33.532249,Vietnamese,Vietnamese,10,Dollar($),No,No,No,1,4.1,Green,Very Good,True,270
17294836,Rhinehart's Oyster Bar,United States,Augusta,Evans,-82.141284,33.521291,"Burger, Seafood",Burger,25,Dollar($),No,No,No,2,4.0,Green,Very Good,True,326
17294850,Thai Kitchen,United States,Augusta,Evans,-82.1328,33.5406,Thai,Thai,35,Dollar($),No,No,No,3,4.3,Green,Very Good,True,317
17294883,El Kiosco Mexican Restaurant,United States,Augusta,Grovetown,-82.1997,33.4574,Mexican,Mexican,10,Dollar($),No,No,No,1,4.2,Green,Very Good,True,300
16608864,Taste of Balingup,Australia,Balingup,Balingup,115.9844924,-33.7845269,Modern Australian,Modern Australian,20,Dollar($),No,No,No,2,3.2,Orange,Average,True,21
16604911,Bridge Road Brewers,Australia,Beechworth,Beechworth,146.685852,-36.360439,"Pizza, Bar Food",Pizza,20,Dollar($),No,No,No,2,4.6,Dark Green,Excellent,True,237
17303465,Bardenay,United States,Boise,Boise,-116.2019,43.6138,"American, Bar Food",American,25,Dollar($),No,No,No,2,4.5,Dark Green,Excellent,True,879
